log_area	enum_name	declared_id	client_id	client_title	bgwiki_title	impl_file	marker	verdict
outlands	CLOAK_AND_DAGGER	13	13	Cloak and Dagger	Cloak and Dagger	scripts/quests/outlands/Cloak_and_Dagger.lua	+ Converted	CONFIRMED
outlands	A_DISCERNING_EYE	14	14	A Discerning Eye (Kazham)	A Discerning Eye (Bastok)	scripts/quests/outlands/A_Discerning_Eye.lua	+ Converted	CONFIRMED
outlands	TRIAL_SIZE_TRIAL_BY_FIRE	15	15	Trial-Size Trial by Fire	Trial-Size Trial by Fire	scripts/quests/outlands/Trial_Size_Trial_by_Fire.lua	+ Converted	CONFIRMED
outlands	VOIDWATCH_OPS_BORDER_CROSSING	100	100	FRクエスト100	Voidwatch Ops: Border Crossing	scripts/quests/outlands/Voidwatch_Ops_Border_Crossing.lua	+ Converted	CONFIRMED
outlands	VW_OP_054_ELSHIMO_LIST	101	101	FRクエスト101	VW Op. 054: Elshimo List	scripts/quests/outlands/VW_OP_054_Elshimo_List.lua	+ Converted	CONFIRMED
outlands	VW_OP_101_DETOUR_TO_ZEPWELL	102	102	FRクエスト102	VW Op. 101: Detour to Zepwell	scripts/quests/outlands/VW_Op_101_Detour_to_Zepwell.lua	+ Converted	CONFIRMED
outlands	VW_OP_115_LI_TELOR_VARIANT	103	103	FRクエスト103	VW Op. 115: Li'Telor Variant	scripts/quests/outlands/VW_Op_115_Li_Telor_Variant.lua	+ Converted	CONFIRMED
outlands	SKYWARD_HO_VOIDWATCHER	104	104	FRクエスト104	Skyward Ho, Voidwatcher!	scripts/quests/outlands/Skyward_Ho_Voidwatcher.lua	+ Converted	CONFIRMED
outlands	THE_SAHAGINS_KEY	128	128	The Sahagin's Key			+	MARKER_LIES
outlands	FORGE_YOUR_DESTINY	129	129	Forge Your Destiny	Forge Your Destiny	scripts/quests/outlands/Forge_Your_Destiny.lua	+ Converted	CONFIRMED
outlands	BLACK_MARKET	130	130	Black Market	Black Market	scripts/quests/outlands/Black_Market.lua	+ Converted	CONFIRMED
outlands	MAMA_MIA	131	131	Mama Mia	Mama Mia	scripts/quests/outlands/Mama_Mia.lua	+ Converted	CONFIRMED
outlands	STOP_YOUR_WHINING	132	132	Stop Your Whining	Stop Your Whining	scripts/quests/outlands/Stop_Your_Whining.lua	+ Converted	CONFIRMED
outlands	TRIAL_BY_WATER	133	133	Trial by Water	Trial by Water	scripts/quests/outlands/Trial_by_Water.lua	+ Converted	CONFIRMED
outlands	EVERYONES_GRUDGE	134	134	Everyone's Grudge	Everyone's Grudge	scripts/quests/outlands/Everyones_Grudge.lua	+ Converted	CONFIRMED
outlands	SECRET_OF_THE_DAMP_SCROLL	135	135	Secret of the Damp Scroll	Secret of the Damp Scroll	scripts/quests/outlands/Secret_of_the_Damp_Scroll.lua	+ Converted	CONFIRMED
outlands	THE_SAHAGINS_STASH	136	136	The Sahagin's Stash	The Sahagin's Stash	scripts/quests/outlands/The_Sahagins_Stash.lua	+ Converted	CONFIRMED
outlands	ITS_NOT_YOUR_VAULT	137	137	It's Not Your Vault	It's Not Your Vault	scripts/zones/Norg/npcs/Keal.lua	+	CONFIRMED
outlands	LIKE_A_SHINING_SUBLIGAR	138	138	Like a Shining Subligar	Like a Shining Subligar	scripts/quests/outlands/Like_Shining_Subligar.lua	+ Converted	CONFIRMED
outlands	LIKE_SHINING_LEGGINGS	139	139	Like Shining Leggings	Like Shining Leggings	scripts/quests/outlands/Like_Shining_Leggings.lua	+ Converted	CONFIRMED
outlands	THE_SACRED_KATANA	140	140	The Sacred Katana	The Sacred Katana	scripts/quests/outlands/SAM_AF1_The_Sacred_Katana.lua	+ Converted	CONFIRMED
outlands	YOMI_OKURI	141	141	Yomi Okuri	Yomi Okuri	scripts/quests/outlands/SAM_AF2_Yomi_Okuri.lua	+ Converted	CONFIRMED
outlands	A_THIEF_IN_NORG	142	142	A Thief in Norg!?	A Thief in Norg!?	scripts/quests/outlands/SAM_AF3_A_Thief_in_Norg.lua	+ Converted	CONFIRMED
outlands	TWENTY_IN_PIRATE_YEARS	143	143	20 in Pirate Years		scripts/zones/Norg/npcs/Ryoma.lua	+	CONFIRMED
outlands	I_LL_TAKE_THE_BIG_BOX	144	144	I'll Take the Big Box	I'll Take the Big Box	scripts/zones/Selbina/Zone.lua	+	CONFIRMED
outlands	TRUE_WILL	145	145	True Will	True Will	scripts/zones/Yhoator_Jungle/mobs/Kappa_Akuso.lua	+	UNVERIFIED
outlands	THE_POTENTIAL_WITHIN	146	146	The Potential Within	The Potential Within	scripts/quests/outlands/The_Potential_Within.lua	+ Converted	CONFIRMED
outlands	BUGI_SODEN	147	147	Bugi Soden	Bugi Soden	scripts/quests/outlands/Bugi_Soden.lua	+ Converted	CONFIRMED
outlands	TRIAL_SIZE_TRIAL_BY_WATER	148	148	Trial-Size Trial by Water	Trial-Size Trial by Water	scripts/quests/outlands/Trial_Size_Trial_by_Water.lua	+ Converted	CONFIRMED
outlands	AN_UNDYING_PLEDGE	149	149	An Undying Pledge	An Undying Pledge	scripts/quests/outlands/An_Undying_Pledge.lua	+ Converted	CONFIRMED
outlands	WRATH_OF_THE_OPO_OPOS	160	160	Wrath of the Opo-opos	Wrath of the Opo-opos	scripts/quests/outlands/Wrath_of_the_Opo_Opos.lua	+ Converted	CONFIRMED
outlands	WANDERING_SOULS	161	161	Wandering Souls	Wandering Souls	scripts/quests/outlands/Wandering_Souls.lua	+ Converted	CONFIRMED
outlands	SOUL_SEARCHING	162	162	Soul Searching	Soul Searching	scripts/quests/outlands/Soul_Searching.lua	+ Converted	CONFIRMED
outlands	DIVINE_MIGHT	163	163	Divine Might	Divine Might	scripts/quests/outlands/Divine_Might.lua	+ Converted	CONFIRMED
outlands	DIVINE_MIGHT_REPEAT	164	164	FRクエスト164		scripts/quests/outlands/Divine_Might_Repeat.lua	+ Converted	CONFIRMED
outlands	OPEN_SESAME	165	165	FRクエスト165	Open Sesame	scripts/quests/outlands/Open_Sesame.lua	+ Converted	CONFIRMED
outlands	DONT_FORGET_THE_ANTIDOTE	192	192	Don't Forget the Antidote	Don't Forget the Antidote	scripts/quests/outlands/Dont_Forget_the_Antidote.lua	+ Converted	CONFIRMED
outlands	THE_MISSING_PIECE	193	193	The Missing Piece	The Missing Piece	scripts/quests/outlands/The_Missing_Piece.lua	+ Converted	CONFIRMED
outlands	TRIAL_BY_WIND	194	194	Trial by Wind	Trial by Wind	scripts/quests/outlands/Trial_by_Wind.lua	+ Converted	CONFIRMED
outlands	THE_KUFTAL_TOUR	195	195	The Kuftal Tour	The Kuftal Tour	scripts/quests/outlands/The_Kuftal_Tour.lua	+ Converted	CONFIRMED
outlands	THE_IMMORTAL_LU_SHANG	196	196	The Immortal Lu Shang	The Immortal Lu Shang	scripts/quests/outlands/The_Immortal_Lu_Shang.lua	+ Converted	CONFIRMED
outlands	TRIAL_SIZE_TRIAL_BY_WIND	197	197	Trial-Size Trial by Wind	Trial-Size Trial by Wind	scripts/quests/outlands/Trial_Size_Trial_by_Wind.lua	+ Converted	CONFIRMED
outlands	CHASING_DREAMS	199	199	Chasing Dreams	Chasing Dreams	scripts/quests/outlands/Chasing_Dreams.lua	+ Converted       -- CoP Quest	CONFIRMED
outlands	THE_SEARCH_FOR_GOLDMANE	200	200	The Search for Goldmane	The Search for Goldmane	scripts/quests/outlands/The_Search_for_Goldmane.lua	+ Converted     -- CoP Quest	CONFIRMED
outlands	INDOMITABLE_SPIRIT	201	201	Indomitable Spirit	Indomitable Spirit	scripts/quests/outlands/Indomitable_Spirit.lua	+ Converted	CONFIRMED
ahtUrhgan	KEEPING_NOTES	0	0	Keeping Notes	Keeping Notes	scripts/quests/ahtUrhgan/Keeping_Notes.lua	+ Converted	CONFIRMED
ahtUrhgan	ARTS_AND_CRAFTS	1	1	Arts and Crafts	Arts and Crafts	scripts/quests/ahtUrhgan/Arts_and_Crafts.lua	+ Converted	CONFIRMED
ahtUrhgan	OLDUUM	2	2	Olduum	Olduum	scripts/quests/ahtUrhgan/Olduum.lua	+ Converted	CONFIRMED
ahtUrhgan	GOT_IT_ALL	3	3	Got It All	Got It All	scripts/quests/ahtUrhgan/Got_It_All.lua	+ Converted	CONFIRMED
ahtUrhgan	GET_THE_PICTURE	4	4	Get the Picture	Get the Picture	scripts/quests/ahtUrhgan/Get_the_Picture.lua	+ Converted	UNVERIFIED
ahtUrhgan	AN_EMPTY_VESSEL	5	5	An Empty Vessel	An Empty Vessel	scripts/quests/ahtUrhgan/An_Empty_Vessel.lua	+ Converted	CONFIRMED
ahtUrhgan	LUCK_OF_THE_DRAW	6	6	Luck of the Draw	Luck of the Draw	scripts/quests/ahtUrhgan/Luck_of_the_Draw.lua	+ Converted	CONFIRMED
ahtUrhgan	NO_STRINGS_ATTACHED	7	7	No Strings Attached	No Strings Attached	scripts/quests/ahtUrhgan/No_Strings_Attached.lua	+ Converted	CONFIRMED
ahtUrhgan	FINDING_FAULTS	8	8	Finding Faults	Finding Faults	scripts/quests/ahtUrhgan/Finding_Faults.lua	+ Converted	UNVERIFIED
ahtUrhgan	GIVE_PEACE_A_CHANCE	9	9	Give Peace a Chance	Give Peace a Chance	scripts/quests/ahtUrhgan/Give_Peace_a_Chance.lua	+ Converted	CONFIRMED
ahtUrhgan	THE_ART_OF_WAR	10	10	The Art of War	The Art of War	scripts/quests/ahtUrhgan/The_Art_of_War.lua	+ Converted	UNVERIFIED
ahtUrhgan	A_TASTE_OF_HONEY	12	12	A Taste of Honey	A Taste of Honey	scripts/quests/ahtUrhgan/A_Taste_of_Honey.lua	+ Converted	CONFIRMED
ahtUrhgan	SUCH_SWEET_SORROW	13	13	Such Sweet Sorrow	Such Sweet Sorrow	scripts/quests/ahtUrhgan/Such_Sweet_Sorrow.lua	+ Converted	CONFIRMED
ahtUrhgan	FEAR_OF_THE_DARK_II	14	14	Fear of the Dark II	Fear of the Dark II	scripts/quests/ahtUrhgan/Fear_of_the_Dark_2.lua	+ Converted	CONFIRMED
ahtUrhgan	COOK_A_ROON	15	15	Cook-a-roon?	Cook-a-roon?	scripts/quests/ahtUrhgan/Cook-a-roon.lua	+ Converted	CONFIRMED
ahtUrhgan	THE_DIE_IS_CAST	16	16	The Die Is Cast	The Die Is Cast	scripts/quests/ahtUrhgan/The_Die_is_Cast.lua	+ Converted	CONFIRMED
ahtUrhgan	TWO_HORN_THE_SAVAGE	17	17	Two Horn the Savage	Two Horn the Savage	scripts/quests/ahtUrhgan/Two_Horn_the_Savage.lua	+ Converted	CONFIRMED
ahtUrhgan	TOTOROONS_TREASURE_HUNT	18	18	Totoroon's Treasure Hunt	Totoroon's Treasure Hunt	scripts/quests/ahtUrhgan/Totoroons_Treasure_Hunt.lua	+ Converted	UNVERIFIED
ahtUrhgan	WHAT_FRIENDS_ARE_FOR	19	19	What Friends Are For	What Friends Are For	scripts/quests/ahtUrhgan/What_Friends_Are_For.lua	+ Converted	CONFIRMED
ahtUrhgan	ROCK_BOTTOM	20	20	Rock Bottom	Rock Bottom	scripts/quests/ahtUrhgan/Rock_Bottom.lua	+ Converted	CONFIRMED
ahtUrhgan	BEGINNINGS	21	21	Beginnings	Beginnings	scripts/quests/ahtUrhgan/BLU_AF1_Beginnings.lua	+ Converted	CONFIRMED
ahtUrhgan	OMENS	22	22	Omens	Omens	scripts/quests/ahtUrhgan/BLU_AF2_Omens.lua	+ Converted	CONFIRMED
ahtUrhgan	TRANSFORMATIONS	23	23	Transformations	Transformations	scripts/quests/ahtUrhgan/BLU_AF3_Transformations.lua	+ Converted	CONFIRMED
ahtUrhgan	EQUIPPED_FOR_ALL_OCCASIONS	24	24	Equipped for All Occasions	Equipped for All Occasions	scripts/quests/ahtUrhgan/COR_AF1_Equipped_for_All_Occasions.lua	+ Converted	CONFIRMED
ahtUrhgan	NAVIGATING_THE_UNFRIENDLY_SEAS	25	25	Navigating the Unfriendly Seas	Navigating the Unfriendly Seas	scripts/zones/Wajaom_Woodlands/npcs/Leypoint.lua	+	UNVERIFIED
ahtUrhgan	AGAINST_ALL_ODDS	26	26	Against All Odds	Against All Odds	scripts/zones/Arrapago_Reef/Zone.lua	+	UNVERIFIED
ahtUrhgan	THE_WAYWARD_AUTOMATON	27	27	The Wayward Automaton	The Wayward Automaton	scripts/zones/Caedarva_Mire/mobs/Caedarva_Toad.lua	+	UNVERIFIED
ahtUrhgan	OPERATION_TEATIME	28	28	Operation Teatime	Operation Teatime	scripts/zones/Caedarva_Mire/npcs/qm10.lua	+	UNVERIFIED
ahtUrhgan	PUPPETMASTER_BLUES	29	29	Puppetmaster Blues	Puppetmaster Blues	scripts/quests/ahtUrhgan/Puppetmaster_Blues.lua	+ Converted	CONFIRMED
ahtUrhgan	MOMENT_OF_TRUTH	30	30	Moment of Truth	Moment of Truth	scripts/quests/ahtUrhgan/Moment_of_Truth.lua	+ Converted	CONFIRMED
ahtUrhgan	THREE_MEN_AND_A_CLOSET	31	31	ATクエスト00	Three Men and a Closet	scripts/quests/ahtUrhgan/Three_Men_and_a_Closet.lua	+ Converted	CONFIRMED
ahtUrhgan	FIVE_SECONDS_OF_FAME	32	32	ATクエスト00	Five Seconds of Fame	scripts/quests/ahtUrhgan/Five_Seconds_of_Fame.lua	+ Converted	UNVERIFIED
ahtUrhgan	THE_BEAST_WITHIN	40	40	The Beast Within	The Beast Within	scripts/quests/ahtUrhgan/The_Beast_Within.lua	+ Converted	CONFIRMED
ahtUrhgan	BREAKING_THE_BONDS_OF_FATE	41	41	Breaking the Bonds of Fate	Breaking the Bonds of Fate	scripts/quests/ahtUrhgan/Breaking_the_Bonds_of_Fate.lua	+ Converted	CONFIRMED
ahtUrhgan	SAGA_OF_THE_SKYSERPENT	43	43	Saga of the Skyserpent	Saga of the Skyserpent	scripts/quests/ahtUrhgan/Saga_of_the_Skyserpent.lua	+ Converted	CONFIRMED
ahtUrhgan	ODE_TO_THE_SERPENTS	44	44	ATクエスト00	Ode to the Serpents	scripts/quests/ahtUrhgan/Ode_to_the_Serpents.lua	+ Converted	CONFIRMED
ahtUrhgan	WHEN_THE_BOW_BREAKS	45	45	ATクエスト00	When the Bow Breaks	scripts/quests/ahtUrhgan/When_the_Bow_Breaks.lua	+ Converted	CONFIRMED
ahtUrhgan	FIST_OF_THE_PEOPLE	46	46	ATクエスト00	Fist of the People	scripts/quests/ahtUrhgan/Fist_of_the_People.lua	+ Converted	CONFIRMED
ahtUrhgan	SOOTHING_WATERS	47	47	ATクエスト00	Soothing Waters	scripts/quests/ahtUrhgan/Soothing_Waters.lua	+ Converted	CONFIRMED
ahtUrhgan	EMBERS_OF_HIS_PAST	48	48	ATクエスト00	Embers of His Past	scripts/quests/ahtUrhgan/Embers_of_His_Past.lua	+ Converted	CONFIRMED
ahtUrhgan	THE_PRANKSTER	60	60	The Prankster	The Prankster	scripts/quests/ahtUrhgan/The_Prankster.lua	+ Converted	CONFIRMED
ahtUrhgan	DELIVERING_THE_GOODS	61	61	Delivering the Goods	Delivering the Goods	scripts/quests/ahtUrhgan/Delivering_the_Goods.lua	+ Converted	CONFIRMED
ahtUrhgan	VANISHING_ACT	62	62	Vanishing Act	Vanishing Act	scripts/quests/ahtUrhgan/Vanishing_Act.lua	+ Converted	CONFIRMED
ahtUrhgan	STRIKING_A_BALANCE	63	63	Striking a Balance	Striking a Balance	scripts/quests/ahtUrhgan/Striking_a_Balance.lua	+ Converted	CONFIRMED
ahtUrhgan	NOT_MEANT_TO_BE	64	64	Not Meant to Be	Not Meant to Be	scripts/quests/ahtUrhgan/Not_Meant_to_Be.lua	+ Converted	CONFIRMED
ahtUrhgan	LED_ASTRAY	65	65	Led Astray	Led Astray	scripts/quests/ahtUrhgan/Led_Astray.lua	+ Converted	CONFIRMED
ahtUrhgan	RAT_RACE	66	66	ATクエスト00	Rat Race	scripts/quests/ahtUrhgan/Rat_Race.lua	+ Converted	CONFIRMED
ahtUrhgan	THE_PRINCE_AND_THE_HOPPER	67	67	ATクエスト00	The Prince and the Hopper	scripts/quests/ahtUrhgan/The_Prince_and_the_Hopper.lua	+ Converted	CONFIRMED
ahtUrhgan	VW_OP_050_AHT_URGAN_ASSAULT	68	68	ATクエスト00		scripts/quests/ahtUrhgan/VW_Op_050_Aht_Urhgan_Assault.lua	+ Converted	CONFIRMED
ahtUrhgan	VW_OP_068_SUBTERRAINEAN_SKIRMISH	69	69	ATクエスト00		scripts/quests/ahtUrhgan/VW_Op_068_Subterranean_Skirmish.lua	+ Converted	CONFIRMED
ahtUrhgan	AN_IMPERIAL_HEIST	70	70	ATクエスト00	An Imperial Heist	scripts/quests/ahtUrhgan/An_Imperial_Heist.lua	+ Converted	UNVERIFIED
ahtUrhgan	DUTIES_TASKS_AND_DEEDS	71	71	ATクエスト00	Duties, Tasks, and Deeds	scripts/quests/ahtUrhgan/Duties_Tasks_and_Deeds.lua	+ Converted	UNVERIFIED
ahtUrhgan	FORGING_A_NEW_MYTH	72	72	ATクエスト00	Forging a New Myth	scripts/quests/ahtUrhgan/Forging_a_New_Myth.lua	+ Converted	UNVERIFIED
ahtUrhgan	COMING_FULL_CIRCLE	73	73	ATクエスト00	Coming Full Circle	scripts/quests/ahtUrhgan/Coming_Full_Circle.lua	+ Converted	UNVERIFIED
ahtUrhgan	WAKING_THE_COLOSSUS	74	74	ATクエスト00	Waking the Colossus	scripts/quests/ahtUrhgan/Waking_the_Colossus.lua	+ Converted	CONFIRMED
ahtUrhgan	DIVINE_INTERFERENCE	75	75	ATクエスト00	Divine Interference	scripts/quests/ahtUrhgan/Divine_Interference.lua	+ Converted	CONFIRMED
ahtUrhgan	THE_RIDER_COMETH	76	76	ATクエスト00	The Rider Cometh	scripts/quests/ahtUrhgan/The_Rider_Cometh.lua	+ Converted	CONFIRMED
ahtUrhgan	UNWAVERING_RESOLVE	77	77	ATクエスト00	Unwavering Resolve	scripts/quests/ahtUrhgan/Unwavering_Resolve.lua	+ Converted	UNVERIFIED
ahtUrhgan	A_STYGIAN_PACT	78	78	ATクエスト00	A Stygian Pact	scripts/quests/ahtUrhgan/A_Stygian_Pact.lua	+ Converted	UNVERIFIED
ahtUrhgan	PROMOTION_PRIVATE_FIRST_CLASS	90	90	Promotion: Private First Class	Promotion: Private First Class	scripts/quests/ahtUrhgan/Promotion_Private_First_Class.lua	+ Converted	CONFIRMED
ahtUrhgan	PROMOTION_SUPERIOR_PRIVATE	91	91	Promotion: Superior Private	Promotion: Superior Private	scripts/quests/ahtUrhgan/Promotion_Superior_Private.lua	+ Converted	CONFIRMED
ahtUrhgan	PROMOTION_LANCE_CORPORAL	92	92	Promotion: Lance Corporal	Promotion: Lance Corporal	scripts/quests/ahtUrhgan/Promotion_Lance_Corporal.lua	+ Converted	CONFIRMED
ahtUrhgan	PROMOTION_CORPORAL	93	93	Promotion: Corporal	Promotion: Corporal	scripts/quests/ahtUrhgan/Promotion_Corporal.lua	+ Converted	CONFIRMED
ahtUrhgan	PROMOTION_SERGEANT	94	94	Promotion: Sergeant	Promotion: Sergeant	scripts/quests/ahtUrhgan/Promotion_Sergeant.lua	+ Converted	CONFIRMED
ahtUrhgan	PROMOTION_SERGEANT_MAJOR	95	95	Promotion: Sergeant Major	Promotion: Sergeant Major	scripts/quests/ahtUrhgan/Promotion_Sergeant_Major.lua	+ Converted	CONFIRMED
ahtUrhgan	PROMOTION_CHIEF_SERGEANT	96	96	ATクエスト00	Promotion: Chief Sergeant	scripts/quests/ahtUrhgan/Promotion_Chief_Sergeant.lua	+ Converted	CONFIRMED
ahtUrhgan	PROMOTION_SECOND_LIEUTENANT	97	97	ATクエスト00	Promotion: Second Lieutenant	scripts/quests/ahtUrhgan/Promotion_Second_Lieutenant.lua	+ Converted	CONFIRMED
ahtUrhgan	PROMOTION_FIRST_LIEUTENANT	98	98	ATクエスト00	Promotion: First Lieutenant	scripts/quests/ahtUrhgan/Promotion_First_Lieutenant.lua	+ Converted	CONFIRMED
ahtUrhgan	PROMOTION_CAPTAIN	99	99	ATクエスト00	Promotion: Captain	scripts/quests/ahtUrhgan/Promotion_Captain.lua	+ Converted	CONFIRMED
ahtUrhgan	SCOUTING_THE_ASHU_TALIF	101	101	Scouting the Ashu Talif	Scouting the Ashu Talif	scripts/quests/ahtUrhgan/Scouting_the_Ashu_Talif.lua	+ Converted	UNVERIFIED
ahtUrhgan	ROYAL_PAINTER_ESCORT	102	102	Royal Painter Escort	Royal Painter Escort	scripts/quests/ahtUrhgan/Royal_Painter_Escort.lua	+ Converted	UNVERIFIED
ahtUrhgan	TARGETING_THE_CAPTAIN	103	103	Targeting the Captain	Targeting the Captain	scripts/quests/ahtUrhgan/Targeting_the_Captain.lua	+ Converted	UNVERIFIED
crystalWar	LOST_IN_TRANSLOCATION	0	0	Lost in Translocation	Lost in Translocation	scripts/quests/crystalWar/Lost_in_Translocation.lua	+ Converted	CONFIRMED
crystalWar	MESSAGE_ON_THE_WINDS	1				scripts/quests/crystalWar/Message_on_the_Winds.lua	+ Converted	UNCOVERED
crystalWar	THE_WEEKLY_ADVENTURER	2	2	The Weekly Adventurer	The Weekly Adventurer	scripts/quests/crystalWar/The_Weekly_Adventurer.lua	+ Converted	CONFIRMED
crystalWar	HEALING_HERBS	3	3	Healing Herbs	Healing Herbs	scripts/quests/crystalWar/Healing_Herbs.lua	+ Converted	UNVERIFIED
crystalWar	REDEEMING_ROCKS	4	4	Redeeming Rocks	Redeeming Rocks	scripts/zones/Vunkerl_Inlet_[S]/npcs/qm4.lua	+ Converted	UNVERIFIED
crystalWar	THE_DAWN_OF_DELECTABILITY	5	5	The Dawn of Delectability	The Dawn of Delectability	scripts/quests/crystalWar/The_Dawn_of_Delectability.lua	+ Converted	CONFIRMED
crystalWar	A_LITTLE_KNOWLEDGE	6	6	A Little Knowledge	A Little Knowledge	scripts/quests/crystalWar/A_Little_Knowledge.lua	+ Converted	CONFIRMED
crystalWar	THE_FIGHTING_FOURTH	7	7	The Fighting Fourth	The Fighting Fourth	scripts/quests/crystalWar/WOTG_BAS_0_The_Fighting_Fourth.lua	+ Converted	CONFIRMED
crystalWar	SNAKE_ON_THE_PLAINS	8	8	Snake on the Plains	Snake on the Plains	scripts/quests/crystalWar/WOTG_WIN_0_Snake_on_the_Plains.lua	+	CONFIRMED
crystalWar	STEAMED_RAMS	9	9	Steamed Rams	Steamed Rams	scripts/quests/crystalWar/Steamed_Rams.lua	+ Converted	CONFIRMED
crystalWar	SEEING_SPOTS	10	10	Seeing Spots	Seeing Spots	scripts/quests/crystalWar/Seeing_Spots.lua	+ Converted	CONFIRMED
crystalWar	THE_FLIPSIDE_OF_THINGS	11	11	The Flipside of Things	The Flipside of Things	scripts/quests/crystalWar/The_Flipside_of_Things.lua	+ Converted	CONFIRMED
crystalWar	BETTER_PART_OF_VALOR	12	12	Better Part of Valor	Better Part of Valor	scripts/quests/crystalWar/WOTG_BAS_1_Better_Part_of_Valor.lua	+ Converted	CONFIRMED
crystalWar	FIRES_OF_DISCONTENT	13	13	Fires of Discontent	Fires of Discontent	scripts/quests/crystalWar/WOTG_BAS_2_Fires_of_Discontent.lua	+ Converted	CONFIRMED
crystalWar	HAMMERING_HEARTS	14	14	Hammering Hearts	Hammering Hearts	scripts/quests/crystalWar/Hammering_Hearts.lua	+ Converted	CONFIRMED
crystalWar	GIFTS_OF_THE_GRIFFON	15	15	Gifts of the Griffon	Gifts of the Griffon	scripts/quests/crystalWar/Gifts_of_the_Griffon.lua	+ Converted	CONFIRMED
crystalWar	CLAWS_OF_THE_GRIFFON	16	16	Claws of the Griffon	Claws of the Griffon	scripts/quests/crystalWar/Claws_of_the_Griffon.lua	+ Converted	CONFIRMED
crystalWar	THE_TIGRESS_STIRS	17	17	The Tigress Stirs	The Tigress Stirs	scripts/quests/crystalWar/WOTG_WIN_1_The_Tigress_Stirs.lua	+	CONFIRMED
crystalWar	THE_TIGRESS_STRIKES	18	18	The Tigress Strikes	The Tigress Strikes	scripts/quests/crystalWar/WOTG_WIN_2_The_Tigress_Strikes.lua	+ Converted	CONFIRMED
crystalWar	LIGHT_IN_THE_DARKNESS	19	19	Light in the Darkness	Light in the Darkness	scripts/quests/crystalWar/Light_in_the_Darkness.lua	+ Converted	CONFIRMED
crystalWar	BURDEN_OF_SUSPICION	20	20	Burden of Suspicion	Burden of Suspicion	scripts/quests/crystalWar/WOTG_BAS_4_Burden_of_Suspicion.lua	+ Converted	CONFIRMED
crystalWar	EVIL_AT_THE_INLET	21	21	Evil at the Inlet	Evil at the Inlet	scripts/zones/Crawlers_Nest_[S]/npcs/Rodeupansat.lua	+ Converted	CONFIRMED
crystalWar	THE_FUMBLING_FRIAR	22	22	The Fumbling Friar	The Fumbling Friar	scripts/quests/crystalWar/The_Fumbling_Friar.lua	+ Converted	CONFIRMED
crystalWar	REQUIEM_FOR_THE_DEPARTED	23	23	Requiem for the Departed	Requiem for the Departed	scripts/zones/Fort_Karugo-Narugo_[S]/npcs/Pecca-Pocca.lua	+ Converted	UNVERIFIED
crystalWar	BOY_AND_THE_BEAST	24	24	Boy and the Beast	Boy and the Beast	scripts/quests/crystalWar/Boy_and_the_Beast.lua	+ Converted	CONFIRMED
crystalWar	WRATH_OF_THE_GRIFFON	25	25	Wrath of the Griffon	Wrath of the Griffon	scripts/quests/crystalWar/Wrath_of_the_Griffon.lua	+ Converted	CONFIRMED
crystalWar	THE_LOST_BOOK	26	26	The Lost Book	The Lost Book	scripts/quests/crystalWar/The_Lost_Book.lua	+ Converted	CONFIRMED
crystalWar	KNOT_QUITE_THERE	27	27	Knot Quite There	Knot Quite There	scripts/quests/crystalWar/WOTG_WIN_3_Knot_Quite_There.lua	+ Converted	CONFIRMED
crystalWar	A_MANIFEST_PROBLEM	28	28	A Manifest Problem	A Manifest Problem	scripts/quests/crystalWar/A_Manifest_Problem.lua	+ Converted	UNVERIFIED
crystalWar	BEANS_AHOY	29	29	Beans Ahoy!	Beans Ahoy!	scripts/zones/Southern_San_dOria_[S]/npcs/Thierride.lua	+	CONFIRMED
crystalWar	BEAST_FROM_THE_EAST	30	30	Beast from the East	Beast from the East	scripts/quests/crystalWar/Beast_from_the_East.lua	+ Converted	UNVERIFIED
crystalWar	THE_SWARM	31	31	The Swarm	The Swarm	scripts/quests/crystalWar/The_Swarm.lua	+ Converted	UNVERIFIED
crystalWar	ON_SABBATICAL	32	32	On Sabbatical	On Sabbatical	scripts/quests/crystalWar/SCH_AF1_On_Sabbatical.lua	+ Converted	CONFIRMED
crystalWar	DOWNWARD_HELIX	33	33	Downward Helix	Downward Helix	scripts/quests/crystalWar/SCH_AF2_Downward_Helix.lua	+ Converted	CONFIRMED
crystalWar	SEEING_BLOOD_RED	34	34	Seeing Blood-red	Seeing Blood-red	scripts/quests/crystalWar/SCH_AF3_Seeing_Blood_Red.lua	+ Converted	UNVERIFIED
crystalWar	STORM_ON_THE_HORIZON	35	35	Storm on the Horizon	Storm on the Horizon	scripts/quests/crystalWar/WOTG_BAS_5_Storm_on_the_Horizon.lua	+ Converted	CONFIRMED
crystalWar	FIRE_IN_THE_HOLE	36	36	Fire in the Hole	Fire in the Hole	scripts/quests/crystalWar/WOTG_BAS_6_Fire_in_the_Hole.lua	+ Converted	CONFIRMED
crystalWar	PERILS_OF_THE_GRIFFON	37	37	Perils of the Griffon	Perils of the Griffon	scripts/quests/crystalWar/Perils_of_the_Griffon.lua	+ Converted	CONFIRMED
crystalWar	IN_A_HAZE_OF_GLORY	38	38	In a Haze of Glory	In a Haze of Glory	scripts/quests/crystalWar/In_a_Haze_of_Glory.lua	+ Converted	CONFIRMED
crystalWar	WHEN_ONE_MAN_IS_NOT_ENOUGH	39	39	When One Man Is Not Enough	When One Man Is Not Enough	scripts/quests/crystalWar/When_One_Man_Is_Not_Enough.lua	+ Converted	UNVERIFIED
